Step,ppo_gemma2-2b_ultrafb_bin_vanilla - loss/critic,ppo_gemma2-2b_ultrafb_bin_par - loss/critic
597,0.636565601,0.008935462
598,0.265042322,0.015374144
599,0.633282773,0.018483468
600,1.425621919,0.017144799
601,1.471602917,0.007082086
602,0.888296545,0.015597212
603,0.500300629,0.05931891
604,0.711240817,0.019481492
605,0.916340373,0.017070821
606,0.653293308,0.02339589
607,0.510322732,0.036447499
608,0.225759977,0.035162268
609,1.367262095,0.023458409
610,0.738160193,0.006930403
611,0.706654184,0.028671392
612,0.546671433,0.03504501
613,0.54135244,0.023194117
614,0.3345278,0.029827859
615,0.627502676,0.0269151
616,0.776484355,0.048168603
617,0.567254107,0.058058187
618,0.450784381,0.032574533
619,0.197400204,0.018714376
620,0.399897937,0.033956135
621,0.378283779,0.045461157
622,0.21139853,0.016987862
623,0.416247297,0.012036988
624,0.446895402,0.030089873
625,0.360810684,0.045318529
626,0.343686776,0.047778814
627,0.387483837,0.033186447
628,0.19546414,0.009576744
629,0.370111985,0.015619065
630,0.252276445,0.016356785
631,0.384747639,0.013522136
632,0.485512592,0.027963987
633,0.482882462,0.026938843
634,0.273989853,0.021151052
635,0.467674168,0.01719137
636,0.201628013,0.012576352
637,0.524488404,0.04176636
638,0.692613291,0.008516597
639,0.299796651,0.015554381
640,0.429338224,0.013124732
641,0.467077671,0.018393795
642,0.329170283,0.010346098
643,0.365360389,0.017797751
644,0.336908251,0.009814283
645,0.344334356,0.012777117
646,0.291985965,0.014111337
647,0.311560096,0.012689842
648,0.616004404,0.012500986
649,0.618151905,0.013340264
650,0.540187471,0.014172759
651,0.258629527,0.021664295
652,0.487256736,0.016354011
653,0.550453058,0.013483082
654,0.477719905,0.026069384
655,0.354208842,0.012952785
656,0.455930993,0.025440447
657,0.342771206,0.020540948
658,0.353588276,0.022076217
659,0.390181419,0.037918494
660,0.811866043,0.010179306
661,0.555781366,0.014823759
662,0.741896151,0.011213035
663,0.212273316,0.028296039
664,0.824657153,0.01281417
665,0.774653241,0.017682344
666,0.834779777,0.018531687
667,0.426102275,0.009640246
668,0.564680237,0.014978597
669,0.764592782,0.013980874
670,0.378719596,0.04217987
671,0.468915453,0.03231709
672,0.240712475,0.012087592
673,0.357207302,0.014257588
674,0.273023107,0.00912914
675,0.283440489,0.016033585
676,0.559433183,0.017064985
677,0.220846279,0.03367852
678,0.328975339,0.011476957
679,0.374825347,0.008778818
680,0.161918963,0.007268321
681,0.296580086,0.012280063
682,0.351088744,0.011881457
683,0.228281181,0.012822083
684,0.243383117,0.004595578
685,0.266489,0.018438023
686,0.272061592,0.022984721
687,0.411500692,0.016709138
688,0.463259371,0.012939546
689,0.641050426,0.031025863
690,0.410801435,0.03839921
691,0.670510903,0.030372627
692,0.479401249,0.015941485
693,0.591827877,0.027945489
694,0.390835634,0.019110922
695,0.850928303,0.059548042
696,0.793496653,0.040863031
697,0.443986984,0.015354325
698,0.407791931,0.028300679
699,0.694022134,0.014481296
700,0.959501341,0.013263956
701,1.757747419,0.007482577
702,0.521073082,0.006763248
703,1.453141045,0.011802492
704,2.075020373,0.010123073
705,1.119951986,0.01069889
706,0.898110151,0.020020362
707,0.771293607,0.013500349
708,0.31958759,0.009493686
709,0.660269011,0.01668105
710,0.288270671,0.022384257
711,0.459912928,0.020112763
712,3.44711351,0.013314935
713,1.469066303,0.007204902
714,0.983588882,0.017096344
715,1.263620101,0.020349216
716,1.716304291,0.00833053
717,0.819388434,0.011023429
718,3.541876093,0.015138734
719,1.294495011,0.010255707
720,0.674243156,0.01361861
721,0.898110747,0.01065034
722,1.837300036,0.013597994
723,1.089952543,0.012005245
724,2.698316082,0.026900545
725,1.61578444,0.025344938
726,2.824049406,0.008650605
727,2.459577598,0.024680834
728,1.022352461,0.016703503
729,4.162007377,0.012246587
730,3.97160475,0.02264323
731,1.807253335,0.02518663
732,2.647601891,0.017174606
733,0.626738414,0.005261102
734,3.279831626,0.02043859
735,2.071165405,0.028809716
736,3.174102738,0.019239156
737,2.438658595,0.012485508
738,4.013553005,0.013314079
739,2.490784928,0.018983263
740,2.823046461,0.021473045
741,2.845432475,0.007561668
742,2.20134262,0.022607522
743,2.291307215,0.02703843
744,1.727323338,0.027152339
745,1.232463446,0.011831398
746,4.778893642,0.020277864
747,3.498500034,0.031540302
748,2.78602238,0.025965188
749,2.738398105,0.016896629
750,2.316192754,0.01145343
751,1.563091435,0.02045641
752,2.13594874,0.024207903
753,2.421535581,0.029917895
754,4.130763195,0.01197884
755,4.394117966,0.024699011
756,2.231985882,0.01826487
757,2.69227238,0.026803038
758,1.889235158,0.010704258
759,2.919235244,0.005209413
760,2.621712342,0.016904671
761,1.615592793,0.019439005
762,0.962387249,0.0378834
763,1.771579392,0.015437654
764,1.897129536,0.018192159
765,2.754543468,0.019989592
766,2.930612363,0.009763361
767,1.941497156,0.027270122
768,1.638161212,0.037860556
769,2.053511366,0.012540258
770,0.986133151,0.016394013
771,3.26874923,0.028506235
772,2.084660858,0.043559797
773,1.756159827,0.010440389
774,4.366760548,0.01061725
775,1.86457558,0.031897399
776,1.724685747,0.038430555
777,2.67667006,0.026252338
778,3.232574232,0.032746108
779,2.286777388,0.035278534
780,2.624783985,0.027184365
781,1.810257751,0.026392205
782,3.913955189,0.021534823
783,3.130863369,0.037272873
784,4.051137123,0.037112309
785,2.414050557,0.00673466
786,4.089222278,0.026046484
787,2.104326107,0.011783554
788,1.504359402,0.008331631
789,1.17110078,0.018840889
790,1.238431565,0.017531491
791,5.048791327,0.005968577
792,1.053067312,0.016662352
793,2.056712262,0.015695258
794,1.611033607,0.015350251
795,1.109476037,0.015767628
796,1.333844252,0.008921053
797,1.553166915,0.019296509
798,2.887418184,0.016852921
799,1.064740393,0.021929595
800,1.0574992,0.018576688
801,1.056475587,0.029587229
802,1.51822296,0.010096484
803,1.306209832,0.015995959
804,1.171794526,0.022288694
805,1.09080068,0.029114692
806,0.903165758,0.011061572
807,0.798746075,0.00762681
